LogInit: Display: Running engine for game: SibeliusGame
LogCore: Display: Requested channels: 'cpu,gpu,frame,log,bookmark,screenshot,region'
LogTrace: Display: Control listening on port 1985
LogCsvProfiler: Display: Metadata set : platform="Windows"
LogCsvProfiler: Display: Metadata set : config="Development"
LogCsvProfiler: Display: Metadata set : buildversion="++UE5+Release-5.7-CL-51494982"
LogCsvProfiler: Display: Metadata set : engineversion="5.7.4-51494982+++UE5+Release-5.7"
LogCsvProfiler: Display: Metadata set : enginereleaseversion="5.7.4"
LogCsvProfiler: Display: Metadata set : os="Windows 11 (25H2) [10.0.26200.9168] "
LogCsvProfiler: Display: Metadata set : cpu="GenuineIntel|Intel(R) Core(TM) i7-14700KF"
LogCsvProfiler: Display: Metadata set : pgoenabled="0"
LogCsvProfiler: Display: Metadata set : pgoprofilingenabled="0"
LogCsvProfiler: Display: Metadata set : ltoenabled="0"
LogCsvProfiler: Display: Metadata set : asan="0"
LogCsvProfiler: Display: Metadata set : mergedmodules="0"
LogCsvProfiler: Display: Metadata set : commandline="" C:\Users\wpark\projects\sibelius-game\SibeliusGame.uproject -run=ElsewhereSmokeTest -unattended -nopause -nosplash -stdout""
LogCsvProfiler: Display: Metadata set : loginid="4b13d03f69154d6f86d7c52c079bdd63"
LogCsvProfiler: Display: Metadata set : llm="0"
LogCsvProfiler: Display: Metadata set : systemresolution.resx="1280"
LogCsvProfiler: Display: Metadata set : systemresolution.resy="720"
LogAudio: Display: Audio Device Manager not initializing due to all audio being disabled. If this is not intentional, please check command line arguments for "-nosound".
LogConfig: Display: Loading Mac ini files took 0.03 seconds
LogConfig: Display: Loading VulkanPC ini files took 0.03 seconds
LogConfig: Display: Loading Android ini files took 0.04 seconds
LogConfig: Display: Loading IOS ini files took 0.04 seconds
LogConfig: Display: Loading Unix ini files took 0.04 seconds
LogConfig: Display: Loading Windows ini files took 0.04 seconds
LogConfig: Display: Loading VisionOS ini files took 0.04 seconds
LogConfig: Display: Loading TVOS ini files took 0.04 seconds
LogConfig: Display: Loading Linux ini files took 0.04 seconds
RenderDocPlugin: Display: RenderDoc plugin will not be loaded. Use '-AttachRenderDoc' on the cmd line or enable 'renderdoc.AutoAttach' in the plugin settings.
[2026.08.20-04.15.01:862][  0]LogHAL: Display: Platform has ~ 32 GB [34188062720 / 34359738368 / 32], which maps to Largest [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2026.08.20-04.15.01:863][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2026.08.20-04.15.02:130][  0]LogObj: Display: Attempting to load config data for Default__SlateThemeManager before the Class has been constructed/registered/linked (likely during module loading or early startup). This will result in the load silently failing and should be fixed.
[2026.08.20-04.15.02:202][  0]LogCsvProfiler: Display: Metadata set : verbatimrhiname="Null"
[2026.08.20-04.15.02:202][  0]LogCsvProfiler: Display: Metadata set : rhiname="Null"
[2026.08.20-04.15.02:202][  0]LogCsvProfiler: Display: Metadata set : rhifeaturelevel="SM6"
[2026.08.20-04.15.02:202][  0]LogCsvProfiler: Display: Metadata set : shaderplatform="PCD3D_SM6"
[2026.08.20-04.15.02:206][  0]LogTextureFormatASTC: Display: ASTCEnc version 5.0.1 library loaded
[2026.08.20-04.15.02:206][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2026.08.20-04.15.02:206][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2026.08.20-04.15.02:206][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2026.08.20-04.15.02:206][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2026.08.20-04.15.02:206][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2026.08.20-04.15.02:206][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.14
[2026.08.20-04.15.02:206][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.14.dll
[2026.08.20-04.15.02:206][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2026.08.20-04.15.02:207][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_OpenXR'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_OpenXRClient'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2026.08.20-04.15.02:226][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2026.08.20-04.15.02:237][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2026.08.20-04.15.02:237][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2026.08.20-04.15.02:246][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2026.08.20-04.15.02:246][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2026.08.20-04.15.02:246][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2026.08.20-04.15.02:246][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2026.08.20-04.15.02:257][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Mac'
[2026.08.20-04.15.02:257][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'MacEditor'
